time,pod,name,cpu_cores,memory_bytes
2023-10-09T23:25:12.929102Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,36m,167Mi
2023-10-09T23:25:12.929102Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,52m,564Mi
2023-10-09T23:25:28.032227Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,18m,169Mi
2023-10-09T23:25:28.032227Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,53m,501Mi
2023-10-09T23:25:43.177061Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,14m,112Mi
2023-10-09T23:25:43.177061Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,47m,432Mi
2023-10-09T23:25:58.318841Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,112Mi
2023-10-09T23:25:58.318841Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,2m,432Mi
2023-10-09T23:36:13.557920Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,112Mi
2023-10-09T23:36:13.557920Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,53m,643Mi
2023-10-09T23:36:28.701063Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,112Mi
2023-10-09T23:36:28.701063Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,52m,563Mi
2023-10-09T23:36:43.811289Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,112Mi
2023-10-09T23:36:43.811289Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,52m,563Mi
2023-10-09T23:36:58.925717Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,112Mi
2023-10-09T23:36:58.925717Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,163m,509Mi
2023-10-09T23:37:14.067954Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,112Mi
2023-10-09T23:37:14.067954Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,75m,487Mi
2023-10-09T23:37:29.183019Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,112Mi
2023-10-09T23:37:29.183019Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,75m,487Mi
2023-10-09T23:37:44.319728Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,112Mi
2023-10-09T23:37:44.319728Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,58m,486Mi
2023-10-09T23:37:59.438462Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,75m,212Mi
2023-10-09T23:37:59.438462Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,227m,486Mi
2023-10-09T23:38:14.556177Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,190m,311Mi
2023-10-09T23:38:14.556177Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,123m,486Mi
2023-10-09T23:38:29.695386Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,190m,311Mi
2023-10-09T23:38:29.695386Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,233m,486Mi
2023-10-09T23:38:44.787433Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,199m,471Mi
2023-10-09T23:38:44.787433Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,213m,487Mi
2023-10-09T23:38:59.944482Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,187m,530Mi
2023-10-09T23:38:59.944482Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,621m,494Mi
2023-10-09T23:39:15.065116Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,196m,518Mi
2023-10-09T23:39:15.065116Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,762m,857Mi
2023-10-09T23:39:30.205817Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,199m,580Mi
2023-10-09T23:39:30.205817Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,661m,851Mi
2023-10-09T23:39:45.289925Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,198m,557Mi
2023-10-09T23:39:45.289925Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,661m,851Mi
2023-10-09T23:40:00.377157Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,188m,571Mi
2023-10-09T23:40:00.377157Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,365m,810Mi
2023-10-09T23:40:15.481126Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,199m,605Mi
2023-10-09T23:40:15.481126Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,175m,810Mi
2023-10-09T23:40:30.573091Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,199m,605Mi
2023-10-09T23:40:30.573091Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,59m,810Mi
2023-10-09T23:40:45.714967Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,201m,726Mi
2023-10-09T23:40:45.714967Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,96m,810Mi
2023-10-09T23:41:00.809068Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,198m,785Mi
2023-10-09T23:41:00.809068Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,359m,810Mi
2023-10-09T23:41:15.904726Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,200m,811Mi
2023-10-09T23:41:15.904726Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,229m,810Mi
2023-10-09T23:41:31.009111Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,196m,908Mi
2023-10-09T23:41:31.009111Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,196m,810Mi
2023-10-09T23:41:46.121106Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,191m,949Mi
2023-10-09T23:41:46.121106Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,316m,708Mi
2023-10-09T23:42:01.217472Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,198m,1028Mi
2023-10-09T23:42:01.217472Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,389m,661Mi
2023-10-09T23:42:16.351644Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,201m,1104Mi
2023-10-09T23:42:16.351644Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,258m,534Mi
2023-10-09T23:42:31.449103Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,199m,1178Mi
2023-10-09T23:42:31.449103Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,268m,504Mi
2023-10-09T23:42:46.521137Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,200m,1191Mi
2023-10-09T23:42:46.521137Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,233m,504Mi
2023-10-09T23:43:01.657262Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,200m,1206Mi
2023-10-09T23:43:01.657262Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,146m,504Mi
2023-10-09T23:43:16.802529Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,200m,1312Mi
2023-10-09T23:43:16.802529Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,254m,504Mi
2023-10-09T23:43:31.897124Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,191m,1276Mi
2023-10-09T23:43:31.897124Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,227m,504Mi
2023-10-09T23:43:47.005069Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,186m,1389Mi
2023-10-09T23:43:47.005069Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,244m,504Mi
2023-10-09T23:44:02.146145Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,196m,1424Mi
2023-10-09T23:44:02.146145Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,329m,504Mi
2023-10-09T23:44:17.285331Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,201m,1423Mi
2023-10-09T23:44:17.285331Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,292m,504Mi
2023-10-09T23:44:32.384580Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,199m,1491Mi
2023-10-09T23:44:32.384580Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,292m,504Mi
2023-10-09T23:44:47.526366Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,199m,1509Mi
2023-10-09T23:44:47.526366Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,411m,614Mi
2023-10-09T23:45:02.600349Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,198m,1587Mi
2023-10-09T23:45:02.600349Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,411m,614Mi
2023-10-09T23:45:17.733234Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,198m,1587Mi
2023-10-09T23:45:17.733234Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,752m,935Mi
2023-10-09T23:45:32.857317Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,199m,1648Mi
2023-10-09T23:45:32.857317Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,497m,886Mi
2023-10-09T23:45:47.979320Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,201m,1729Mi
2023-10-09T23:45:47.979320Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,134m,886Mi
2023-10-09T23:46:03.097114Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,199m,1836Mi
2023-10-09T23:46:03.097114Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,4m,886Mi
2023-10-09T23:46:18.233135Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,199m,1836Mi
2023-10-09T23:46:18.233135Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,85m,886Mi
2023-10-09T23:46:33.367771Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,201m,1904Mi
2023-10-09T23:46:33.367771Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,134m,886Mi
2023-10-09T23:46:48.473817Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,192m,1772Mi
2023-10-09T23:46:48.473817Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,52m,886Mi
2023-10-09T23:47:03.545101Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,200m,1708Mi
2023-10-09T23:47:03.545101Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,196m,820Mi
2023-10-09T23:47:18.685065Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,200m,1575Mi
2023-10-09T23:47:18.685065Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,196m,820Mi
2023-10-09T23:47:33.823160Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,200m,1572Mi
2023-10-09T23:47:33.823160Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,78m,669Mi
2023-10-09T23:47:48.958150Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,176m,1623Mi
2023-10-09T23:47:48.958150Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,187m,607Mi
2023-10-09T23:48:04.029547Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,200m,1516Mi
2023-10-09T23:48:04.029547Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,28m,550Mi
2023-10-09T23:48:19.162343Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,200m,769Mi
2023-10-09T23:48:19.162343Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,45m,518Mi
2023-10-09T23:48:34.273087Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,187m,709Mi
2023-10-09T23:48:34.273087Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,12m,513Mi
2023-10-09T23:48:49.388407Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,80m,576Mi
2023-10-09T23:48:49.388407Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,9m,513Mi
2023-10-09T23:49:04.504190Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,65m,446Mi
2023-10-09T23:49:04.504190Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,9m,513Mi
2023-10-09T23:49:19.650300Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,36m,113Mi
2023-10-09T23:49:19.650300Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,4m,513Mi
2023-10-09T23:49:34.783208Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,113Mi
2023-10-09T23:49:34.783208Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,513Mi
2023-10-09T23:59:50.011716Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,113Mi
2023-10-09T23:59:50.011716Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,17m,482Mi
2023-10-10T00:00:05.118321Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,113Mi
2023-10-10T00:00:05.118321Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,42m,417Mi
2023-10-10T00:00:20.217113Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,113Mi
2023-10-10T00:00:20.217113Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,2m,417Mi
2023-10-10T00:00:35.363759Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,113Mi
2023-10-10T00:00:35.363759Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,417Mi
2023-10-10T00:00:50.506283Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,113Mi
2023-10-10T00:00:50.506283Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,10m,417Mi
2023-10-10T00:01:05.648633Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,113Mi
2023-10-10T00:01:05.648633Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,200m,467Mi
2023-10-10T00:01:20.761112Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,113Mi
2023-10-10T00:01:20.761112Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,75m,467Mi
2023-10-10T00:01:35.901220Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,113Mi
2023-10-10T00:01:35.901220Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,2m,467Mi
2023-10-10T00:01:51.005106Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,171m,217Mi
2023-10-10T00:01:51.005106Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,442m,557Mi
2023-10-10T00:02:06.157656Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,198m,284Mi
2023-10-10T00:02:06.157656Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,800m,681Mi
2023-10-10T00:02:21.285339Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,199m,368Mi
2023-10-10T00:02:21.285339Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,799m,843Mi
2023-10-10T00:02:36.419822Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,201m,433Mi
2023-10-10T00:02:36.419822Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,799m,843Mi
2023-10-10T00:02:51.558859Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,198m,459Mi
2023-10-10T00:02:51.558859Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,604m,864Mi
2023-10-10T00:03:06.701060Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,201m,543Mi
2023-10-10T00:03:06.701060Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,78m,864Mi
2023-10-10T00:03:21.817097Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,201m,598Mi
2023-10-10T00:03:21.817097Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,78m,864Mi
2023-10-10T00:03:36.932647Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,198m,672Mi
2023-10-10T00:03:36.932647Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,278m,864Mi
2023-10-10T00:03:52.033291Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,200m,748Mi
2023-10-10T00:03:52.033291Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,86m,864Mi
2023-10-10T00:04:07.161087Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,198m,697Mi
2023-10-10T00:04:07.161087Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,297m,864Mi
2023-10-10T00:04:22.233082Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,199m,613Mi
2023-10-10T00:04:22.233082Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,259m,864Mi
2023-10-10T00:04:37.345473Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,195m,715Mi
2023-10-10T00:04:37.345473Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,352m,864Mi
2023-10-10T00:04:52.487401Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,195m,793Mi
2023-10-10T00:04:52.487401Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,241m,864Mi
2023-10-10T00:05:07.617138Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,192m,879Mi
2023-10-10T00:05:07.617138Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,751m,798Mi
2023-10-10T00:05:22.758143Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,199m,902Mi
2023-10-10T00:05:22.758143Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,441m,718Mi
2023-10-10T00:05:37.902603Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,201m,986Mi
2023-10-10T00:05:37.902603Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,326m,642Mi
2023-10-10T00:05:53.017114Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,201m,1031Mi
2023-10-10T00:05:53.017114Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,102m,529Mi
2023-10-10T00:06:08.094203Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,198m,1098Mi
2023-10-10T00:06:08.094203Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,102m,529Mi
2023-10-10T00:06:23.225125Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,199m,1187Mi
2023-10-10T00:06:23.225125Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,225m,522Mi
2023-10-10T00:06:38.366565Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,200m,1208Mi
2023-10-10T00:06:38.366565Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,244m,522Mi
2023-10-10T00:06:53.438517Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,202m,1292Mi
2023-10-10T00:06:53.438517Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,244m,522Mi
2023-10-10T00:07:08.521187Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,197m,1333Mi
2023-10-10T00:07:08.521187Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,32m,522Mi
2023-10-10T00:07:23.641107Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,199m,1429Mi
2023-10-10T00:07:23.641107Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,237m,512Mi
2023-10-10T00:07:38.784939Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,199m,1388Mi
2023-10-10T00:07:38.784939Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,428m,510Mi
2023-10-10T00:07:53.933599Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,199m,1466Mi
2023-10-10T00:07:53.933599Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,313m,510Mi
2023-10-10T00:08:09.039623Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,199m,1474Mi
2023-10-10T00:08:09.039623Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,799m,643Mi
2023-10-10T00:08:24.131914Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,199m,1543Mi
2023-10-10T00:08:24.131914Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,799m,643Mi
2023-10-10T00:08:39.264045Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,194m,1647Mi
2023-10-10T00:08:39.264045Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,752m,871Mi
2023-10-10T00:08:54.405563Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,194m,1647Mi
2023-10-10T00:08:54.405563Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,274m,875Mi
2023-10-10T00:09:09.529111Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,201m,1735Mi
2023-10-10T00:09:09.529111Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,59m,875Mi
2023-10-10T00:09:24.672740Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,199m,1796Mi
2023-10-10T00:09:24.672740Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,124m,875Mi
2023-10-10T00:09:39.769105Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,201m,1779Mi
2023-10-10T00:09:39.769105Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,403m,875Mi
2023-10-10T00:09:54.870698Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,200m,1716Mi
2023-10-10T00:09:54.870698Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,23m,875Mi
2023-10-10T00:10:10.013667Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,198m,1657Mi
2023-10-10T00:10:10.013667Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,140m,875Mi
2023-10-10T00:10:25.163482Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,200m,1723Mi
2023-10-10T00:10:25.163482Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,155m,875Mi
2023-10-10T00:10:40.309192Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,200m,1675Mi
2023-10-10T00:10:40.309192Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,121m,783Mi
2023-10-10T00:10:55.452481Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,200m,1683Mi
2023-10-10T00:10:55.452481Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,121m,783Mi
2023-10-10T00:11:10.527655Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,195m,1619Mi
2023-10-10T00:11:10.527655Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,340m,679Mi
2023-10-10T00:11:25.665079Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,195m,1619Mi
2023-10-10T00:11:25.665079Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,53m,604Mi
2023-10-10T00:11:40.762777Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,198m,1569Mi
2023-10-10T00:11:40.762777Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,248m,472Mi
2023-10-10T00:11:55.901957Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,201m,1389Mi
2023-10-10T00:11:55.901957Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,14m,480Mi
2023-10-10T00:12:11.041196Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,201m,1389Mi
2023-10-10T00:12:11.041196Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,20m,482Mi
2023-10-10T00:12:26.157444Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,200m,764Mi
2023-10-10T00:12:26.157444Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,128m,501Mi
2023-10-10T00:12:41.297724Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,201m,712Mi
2023-10-10T00:12:41.297724Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,60m,514Mi
2023-10-10T00:12:56.423188Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,201m,712Mi
2023-10-10T00:12:56.423188Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,10m,514Mi
2023-10-10T00:13:11.501080Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,102m,254Mi
2023-10-10T00:13:11.501080Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,7m,514Mi
2023-10-10T00:13:26.628750Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,16m,116Mi
2023-10-10T00:13:26.628750Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,514Mi
2023-10-10T00:13:41.753114Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,116Mi
2023-10-10T00:13:41.753114Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,456m,575Mi
2023-10-10T00:23:56.892397Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,116Mi
2023-10-10T00:23:56.892397Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,518Mi
2023-10-10T00:24:11.993110Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,116Mi
2023-10-10T00:24:11.993110Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,2m,518Mi
2023-10-10T00:24:27.073067Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,116Mi
2023-10-10T00:24:27.073067Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,2m,518Mi
2023-10-10T00:24:42.206713Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,116Mi
2023-10-10T00:24:42.206713Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,3m,518Mi
2023-10-10T00:24:57.351462Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,116Mi
2023-10-10T00:24:57.351462Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,89m,461Mi
2023-10-10T00:25:12.489930Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,116Mi
2023-10-10T00:25:12.489930Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,800m,616Mi
2023-10-10T00:25:27.629034Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,116Mi
2023-10-10T00:25:27.629034Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,677m,925Mi
2023-10-10T00:25:42.768958Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,1m,116Mi
2023-10-10T00:25:42.768958Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,354m,813Mi
2023-10-10T00:25:57.899126Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,162m,236Mi
2023-10-10T00:25:57.899126Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,256m,814Mi
2023-10-10T00:26:13.017122Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,199m,345Mi
2023-10-10T00:26:13.017122Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,543m,748Mi
2023-10-10T00:26:28.159564Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,200m,456Mi
2023-10-10T00:26:28.159564Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,309m,666Mi
2023-10-10T00:26:43.281170Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,199m,525Mi
2023-10-10T00:26:43.281170Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,113m,610Mi
2023-10-10T00:26:58.356909Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,200m,535Mi
2023-10-10T00:26:58.356909Z,vmware-operator-manager-86f4557c85-97hwj,vmware-operator,168m,528Mi
2023-10-10T00:27:13.433084Z,vmware-operator-manager-86f4557c85-97hwj,powershell-session,200m,535Mi
